Timestamp,From_Bank,Account,To_Bank,Account_duplicated_0,Amount_Received,Receiving_Currency,Amount_Paid,Payment_Currency,Payment_Format,Is_Laundering
9/1/2022 2:14,262922,826B7C830,262922,826B7C830,109301.61,US Dollar,109301.61,US Dollar,Reinvestment,0
9/1/2022 2:04,18820,819778630,238973,826B92500,207.87,US Dollar,207.87,US Dollar,Cheque,0
9/1/2022 2:01,18820,819778630,238973,826B92500,861.22,US Dollar,861.22,US Dollar,Credit Card,0
9/1/2022 2:04,171111,826B9F600,171111,826B9F600,207.44,US Dollar,207.44,US Dollar,Reinvestment,0
9/1/2022 2:29,267752,826BA9450,267752,826BA9450,125099.6,US Dollar,125099.6,US Dollar,Reinvestment,0
9/1/2022 2:10,226696,8140E12C0,230248,826BD2FE0,1572.78,US Dollar,1572.78,US Dollar,Cheque,0
9/1/2022 2:05,226696,8140E12C0,230248,826BD2FE0,1252.64,US Dollar,1252.64,US Dollar,Credit Card,0
9/1/2022 2:25,191731,825139250,46332,826BD3FC0,86.95,US Dollar,86.95,US Dollar,Cheque,0
9/1/2022 2:24,191731,825139250,46332,826BD3FC0,199.87,US Dollar,199.87,US Dollar,Cash,0
9/1/2022 2:07,21418,8009E5050,22147,826BD9F00,25879.68,US Dollar,25879.68,US Dollar,Credit Card,0
9/1/2022 2:07,21418,8009E5050,22147,826BD9F00,761178.84,US Dollar,761178.84,US Dollar,ACH,0
9/1/2022 2:14,171111,826BE2AC0,171111,826BE2AC0,675499.42,US Dollar,675499.42,US Dollar,Reinvestment,0
9/1/2022 2:14,2208,826BE4A80,2208,826BE4A80,21.44,US Dollar,21.44,US Dollar,Reinvestment,0
9/1/2022 2:10,29677,826BF2D50,29677,826BF2D50,39.27,US Dollar,39.27,US Dollar,Reinvestment,0
9/1/2022 2:09,76717,826323980,150582,826C05850,1505.26,US Dollar,1505.26,US Dollar,Cheque,0
9/1/2022 2:13,76717,826323980,150582,826C05850,4271.79,US Dollar,4271.79,US Dollar,Credit Card,0
9/1/2022 2:29,235051,826C0C450,235051,826C0C450,46810.97,US Dollar,46810.97,US Dollar,Reinvestment,0
9/1/2022 2:22,13058,826BF5EA0,13058,826BF5EA0,14.96,US Dollar,14.96,US Dollar,Reinvestment,0
9/1/2022 2:27,23104,826C0EAC0,23104,826C0EAC0,21.21,US Dollar,21.21,US Dollar,Reinvestment,0
9/1/2022 2:20,143381,826BF4A20,143381,826BF4A20,10.54,US Dollar,10.54,US Dollar,Reinvestment,0
9/1/2022 2:10,29383,81AEE7DA0,288345,826C3B0B0,313931.9,US Dollar,313931.9,US Dollar,Cheque,0
9/1/2022 2:11,29383,81AEE7DA0,288345,826C3B0B0,9332.54,US Dollar,9332.54,US Dollar,Credit Card,0
9/1/2022 2:28,29383,81AEE7DA0,288345,826C3B0B0,336865.74,US Dollar,336865.74,US Dollar,Cash,0
9/1/2022 2:20,226696,826C81070,226696,826C81070,10583.13,US Dollar,10583.13,US Dollar,Reinvestment,0
9/1/2022 2:20,76717,826CD4CA0,76717,826CD4CA0,63659.76,US Dollar,63659.76,US Dollar,Reinvestment,0
9/1/2022 2:27,248724,826CB5D80,248724,826CB5D80,21.97,US Dollar,21.97,US Dollar,Reinvestment,0
9/1/2022 2:09,188471,826CB6280,188471,826CB6280,4.4,US Dollar,4.4,US Dollar,Reinvestment,0
9/1/2022 2:20,14964,801DDCB50,199612,826CF5580,1540.38,US Dollar,1540.38,US Dollar,Cheque,0
9/1/2022 2:12,14964,801DDCB50,199612,826CF5580,2254.69,US Dollar,2254.69,US Dollar,Credit Card,0
9/1/2022 2:21,101535,826D07C60,101535,826D07C60,11061.64,US Dollar,11061.64,US Dollar,Reinvestment,0
9/1/2022 2:12,213996,80C7EDBD0,14531,826D4AC20,2092.93,US Dollar,2092.93,US Dollar,Cheque,0
9/1/2022 2:15,213996,80C7EDBD0,14531,826D4AC20,957.97,US Dollar,957.97,US Dollar,Credit Card,0
9/1/2022 2:19,213996,80C7EDBD0,14531,826D4AC20,348.56,US Dollar,348.56,US Dollar,Cash,0
9/1/2022 2:10,121249,80CD56E10,121249,80CD56E10,58.05,US Dollar,388.77,Yuan,ACH,0
9/1/2022 2:10,121249,80CD56E10,257576,826D807D0,58.05,US Dollar,58.05,US Dollar,Cash,0
9/1/2022 2:02,121249,80CD56E10,121249,80CD56E10,61.32,US Dollar,410.69,Yuan,ACH,0
9/1/2022 2:02,121249,80CD56E10,257576,826D807D0,61.32,US Dollar,61.32,US Dollar,Wire,0
9/1/2022 2:14,110461,805819010,2101517,826DB5650,1172.11,US Dollar,1172.11,US Dollar,Cheque,0
9/1/2022 2:14,110461,805819010,2101517,826DB5650,227.39,US Dollar,227.39,US Dollar,Credit Card,0
9/1/2022 2:25,110461,805819010,2101517,826DB5650,282.06,US Dollar,282.06,US Dollar,Cash,0
9/1/2022 2:20,267246,81C455AB0,224811,826DF6DB0,66259.68,US Dollar,66259.68,US Dollar,Cheque,0
9/1/2022 2:26,267246,81C455AB0,224811,826DF6DB0,12803.76,US Dollar,12803.76,US Dollar,Credit Card,0
9/1/2022 2:26,267246,81C455AB0,224811,826DF6DB0,15082.41,US Dollar,15082.41,US Dollar,Cash,0
9/1/2022 2:07,220300,810AC6860,263640,826E0B210,23225.85,US Dollar,23225.85,US Dollar,Cheque,0
9/1/2022 2:19,177782,826E0DB70,177782,826E0DB70,5.42,US Dollar,5.42,US Dollar,Reinvestment,0
9/1/2022 2:05,25897,826E4C730,25897,826E4C730,2652.1,US Dollar,2652.1,US Dollar,Reinvestment,0
9/1/2022 2:24,261386,826E47380,261386,826E47380,6698.89,US Dollar,6698.89,US Dollar,Reinvestment,0
9/1/2022 2:23,49977,826E58020,49977,826E58020,97232.68,US Dollar,97232.68,US Dollar,Reinvestment,0
9/1/2022 2:06,110488,80E05A9F0,226649,826E6A9E0,6460.83,US Dollar,6460.83,US Dollar,Cheque,0
9/1/2022 2:26,110488,80E05A9F0,226649,826E6A9E0,10849.41,US Dollar,10849.41,US Dollar,ACH,0
9/1/2022 2:29,70,10042B660,250606,81C140D00,585.39,US Dollar,585.39,US Dollar,Cheque,0
9/1/2022 2:26,23294,826EE8EE0,23294,826EE8EE0,40272.48,US Dollar,40272.48,US Dollar,Reinvestment,0
9/1/2022 2:26,353203,826F11D50,353203,826F11D50,15420.85,US Dollar,15420.85,US Dollar,Reinvestment,0
9/1/2022 2:06,1488,826F1F420,1488,826F1F420,21651.78,US Dollar,21651.78,US Dollar,Reinvestment,0
9/1/2022 2:15,117338,80A75DCC0,1891,826F21A70,14140.44,US Dollar,14140.44,US Dollar,Wire,0
9/1/2022 2:21,211124,826F259B0,211124,826F259B0,400245.14,US Dollar,400245.14,US Dollar,Reinvestment,0
9/1/2022 2:17,187698,826F26C60,187698,826F26C60,18.53,US Dollar,18.53,US Dollar,Reinvestment,0
9/1/2022 2:26,105904,826F27D30,105904,826F27D30,17.28,US Dollar,17.28,US Dollar,Reinvestment,0
9/1/2022 2:17,40060,82036C490,220032,826F2DF90,33998.03,US Dollar,33998.03,US Dollar,Cheque,0
9/1/2022 2:29,40060,82036C490,220032,826F2DF90,24705.24,US Dollar,24705.24,US Dollar,Credit Card,0
9/1/2022 2:08,40060,82036C490,220032,826F2DF90,36554.35,US Dollar,36554.35,US Dollar,Wire,0
9/1/2022 2:02,35037,8198274F0,56244,826F2FD70,7924.65,US Dollar,7924.65,US Dollar,Cheque,0
9/1/2022 2:17,35037,8198274F0,56244,826F2FD70,12546.38,US Dollar,12546.38,US Dollar,Cash,0
9/1/2022 2:18,280852,820907720,226661,8122EF700,546,US Dollar,546,US Dollar,Cheque,0
9/1/2022 2:22,255722,826F34D80,255722,826F34D80,284403.2,US Dollar,284403.2,US Dollar,Reinvestment,0
9/1/2022 2:18,38882,826F3A5E0,38882,826F3A5E0,9.53,US Dollar,9.53,US Dollar,Reinvestment,0
9/1/2022 2:23,233809,80CD49570,93349,826F3C160,2361.94,US Dollar,2361.94,US Dollar,Cheque,0
9/1/2022 2:06,233809,80CD49570,93349,826F3C160,926.99,US Dollar,926.99,US Dollar,ACH,0
9/1/2022 2:04,387270,826F46810,387270,826F46810,1379.04,US Dollar,1379.04,US Dollar,Reinvestment,0
9/1/2022 2:05,156794,826F49210,156794,826F49210,8.16,US Dollar,8.16,US Dollar,Reinvestment,0
9/1/2022 2:23,2208,8065AB400,289630,826F496C0,11044.45,US Dollar,11044.45,US Dollar,Cheque,0
9/1/2022 2:16,224273,80A204450,216070,826F4C9D0,39382184.24,US Dollar,39382184.24,US Dollar,Cheque,0
9/1/2022 2:28,224273,80A204450,216070,826F4C9D0,16138.04,US Dollar,16138.04,US Dollar,Credit Card,0
9/1/2022 2:04,224273,80A204450,216070,826F4C9D0,41593896.7,US Dollar,41593896.7,US Dollar,Wire,0
9/1/2022 2:26,385303,826F6A170,385303,826F6A170,8556.14,US Dollar,8556.14,US Dollar,Reinvestment,0
9/1/2022 2:15,251630,826F704C0,251630,826F704C0,15.18,US Dollar,15.18,US Dollar,Reinvestment,0
9/1/2022 2:11,182595,821DA9260,184000,826F77A20,281.06,US Dollar,281.06,US Dollar,Cheque,0
9/1/2022 2:20,182595,821DA9260,184000,826F77A20,362.03,US Dollar,362.03,US Dollar,Credit Card,0
9/1/2022 2:12,182595,821DA9260,184000,826F77A20,542.42,US Dollar,542.42,US Dollar,Cash,0
9/1/2022 2:02,182595,821DA9260,184000,826F77A20,75.36,US Dollar,75.36,US Dollar,ACH,0
9/1/2022 2:29,1100491,826F79A00,1100491,826F79A00,17165.44,US Dollar,17165.44,US Dollar,Reinvestment,0
9/1/2022 2:08,54155,826F7C4A0,54155,826F7C4A0,783358.56,US Dollar,783358.56,US Dollar,Reinvestment,0
9/1/2022 2:03,123384,80CC17D30,279103,826F8ECC0,328.49,US Dollar,328.49,US Dollar,Cheque,0
9/1/2022 2:00,123384,80CC17D30,279103,826F8ECC0,2012.73,US Dollar,2012.73,US Dollar,Credit Card,0
9/1/2022 2:08,215617,8200B1290,118914,826F96160,8500.37,US Dollar,8500.37,US Dollar,Cheque,0
9/1/2022 2:16,215617,8200B1290,118914,826F96160,1245.7,US Dollar,1245.7,US Dollar,Credit Card,0
9/1/2022 2:27,215617,8200B1290,118914,826F96160,2311.9,US Dollar,2311.9,US Dollar,ACH,0
9/1/2022 2:13,13855,826F9BAB0,13855,826F9BAB0,11.97,US Dollar,11.97,US Dollar,Reinvestment,0
9/1/2022 2:03,143381,8169E4B10,16100,809043280,374.05,US Dollar,374.05,US Dollar,Cheque,0
9/1/2022 2:14,143381,8169E4B10,16100,809043280,371.55,US Dollar,371.55,US Dollar,Credit Card,0
9/1/2022 2:24,193205,826F9DEC0,193205,826F9DEC0,9.96,US Dollar,9.96,US Dollar,Reinvestment,0
9/1/2022 2:24,159450,811001940,153021,826FA96B0,1890.28,US Dollar,1890.28,US Dollar,Cheque,0
9/1/2022 2:27,159450,811001940,153021,826FA96B0,994.28,US Dollar,994.28,US Dollar,Credit Card,0
9/1/2022 2:03,123604,818698EA0,167572,826FAD960,49.09,US Dollar,49.09,US Dollar,Cheque,0
9/1/2022 2:11,123604,818698EA0,167572,826FAD960,140.79,US Dollar,140.79,US Dollar,Credit Card,0
9/1/2022 2:03,1818,813C553F0,12582,826FAFE30,14964.76,US Dollar,14964.76,US Dollar,Cheque,0
9/1/2022 2:22,223004,826FB3FD0,223004,826FB3FD0,5053.92,US Dollar,5053.92,US Dollar,Reinvestment,0
9/1/2022 2:11,131769,81CC42560,38440,826FBB100,1.27,US Dollar,1.27,US Dollar,Cheque,0
9/1/2022 2:15,131769,81CC42560,38440,826FBB100,1.2,US Dollar,1.2,US Dollar,Credit Card,0
9/1/2022 2:19,65511,826FB7BA0,284386,826FBAD80,10278196,US Dollar,10278196,US Dollar,ACH,0
9/1/2022 2:00,14745,826FD7EB0,14745,826FD7EB0,11360229.78,US Dollar,11360229.78,US Dollar,Reinvestment,0
9/1/2022 2:08,220821,827031BE0,220821,827031BE0,19.78,US Dollar,19.78,US Dollar,Reinvestment,0
9/1/2022 2:16,240375,816F66D80,280989,823BA4280,1072.19,US Dollar,1072.19,US Dollar,Cheque,0
9/1/2022 2:23,240375,816F66D80,280989,823BA4280,1579.22,US Dollar,1579.22,US Dollar,Credit Card,0
9/1/2022 2:12,234163,82703EAC0,234163,82703EAC0,9171493.46,US Dollar,9171493.46,US Dollar,Reinvestment,0
9/1/2022 2:28,102722,827036C00,102722,827036C00,6405.59,US Dollar,6405.59,US Dollar,Reinvestment,0
9/1/2022 2:16,110045,813476020,194050,825ED1190,614.32,US Dollar,614.32,US Dollar,Cheque,0
9/1/2022 2:02,110045,813476020,194050,825ED1190,3423.53,US Dollar,3423.53,US Dollar,Credit Card,0
9/1/2022 2:19,4515,81F8B7F60,218145,8272161E0,3133.98,US Dollar,3133.98,US Dollar,Cheque,0
9/1/2022 2:04,4515,81F8B7F60,218145,8272161E0,1618.88,US Dollar,1618.88,US Dollar,Credit Card,0
9/1/2022 2:28,122314,827217350,122314,827217350,570.25,US Dollar,570.25,US Dollar,Reinvestment,0
9/1/2022 2:02,47707,8272589C0,47707,8272589C0,3.44,US Dollar,3.44,US Dollar,Reinvestment,0
9/1/2022 2:13,23066,818ABA170,238301,82726F4F0,174.05,US Dollar,174.05,US Dollar,Cheque,0
9/1/2022 2:25,23066,818ABA170,238301,82726F4F0,32.08,US Dollar,32.08,US Dollar,ACH,0
9/1/2022 2:19,7107,802F83800,221059,8272702F0,5275.34,US Dollar,5275.34,US Dollar,Cheque,0
9/1/2022 2:22,7107,802F83800,221059,8272702F0,1806.92,US Dollar,1806.92,US Dollar,Credit Card,0
9/1/2022 2:06,123570,8150B65D0,106313,8272748A0,1635.91,US Dollar,1635.91,US Dollar,Cheque,0
9/1/2022 2:12,123570,8150B65D0,106313,8272748A0,6215.84,US Dollar,6215.84,US Dollar,Credit Card,0
9/1/2022 2:19,54438,827286CF0,54438,827286CF0,112100.19,US Dollar,112100.19,US Dollar,Reinvestment,0
9/1/2022 2:07,230096,827289330,230096,827289330,162.81,US Dollar,162.81,US Dollar,Reinvestment,0
9/1/2022 2:20,100848,8272799B0,100848,8272799B0,6.43,US Dollar,6.43,US Dollar,Reinvestment,0
9/1/2022 2:19,34104,81F1B09A0,38882,8272A99C0,1786.01,US Dollar,1786.01,US Dollar,Cheque,0
9/1/2022 2:08,34104,81F1B09A0,38882,8272A99C0,3316.84,US Dollar,3316.84,US Dollar,Credit Card,0
9/1/2022 2:29,11032,8024063E0,26074,8272ACFE0,1126.93,US Dollar,1126.93,US Dollar,Cheque,0
9/1/2022 2:21,11032,8024063E0,26074,8272ACFE0,2519.66,US Dollar,2519.66,US Dollar,Cash,0
9/1/2022 2:06,240320,822B83050,281011,8272BDA90,20661.41,US Dollar,20661.41,US Dollar,Cheque,0
9/1/2022 2:06,240320,822B83050,281011,8272BDA90,37168.25,US Dollar,37168.25,US Dollar,ACH,0
9/1/2022 2:16,16041,8272CB3D0,16041,8272CB3D0,3892420.03,US Dollar,3892420.03,US Dollar,Reinvestment,0
9/1/2022 2:15,188471,8272CE1A0,188471,8272CE1A0,823070.37,US Dollar,823070.37,US Dollar,Reinvestment,0
9/1/2022 2:05,192583,8272D5A50,106032,8272AAF40,286,US Dollar,286,US Dollar,Cheque,0
9/1/2022 2:27,56244,8272BF0A0,142366,8272BA470,928,US Dollar,928,US Dollar,ACH,0
9/1/2022 2:03,258786,8272F79E0,258786,8272F79E0,22.55,US Dollar,22.55,US Dollar,Reinvestment,0
9/1/2022 2:00,229485,827322FE0,229485,827322FE0,18.19,US Dollar,18.19,US Dollar,Reinvestment,0
9/1/2022 2:00,185839,827332190,185839,827332190,616846.07,US Dollar,616846.07,US Dollar,Reinvestment,0
9/1/2022 2:29,2104443,8273395C0,2104443,8273395C0,11.72,US Dollar,11.72,US Dollar,Reinvestment,0
9/1/2022 2:03,53101,82733D770,53101,82733D770,68004.54,US Dollar,68004.54,US Dollar,Reinvestment,0
9/1/2022 2:00,264670,827356570,264670,827356570,113531.05,US Dollar,113531.05,US Dollar,Reinvestment,0
9/1/2022 2:08,185252,827360160,185252,827360160,10.24,US Dollar,10.24,US Dollar,Reinvestment,0
9/1/2022 2:20,17904,81B8D3BE0,112901,827370F80,611.88,US Dollar,611.88,US Dollar,Cheque,0
9/1/2022 2:17,17904,81B8D3BE0,112901,827370F80,462.17,US Dollar,462.17,US Dollar,Credit Card,0
9/1/2022 2:08,17904,81B8D3BE0,112901,827370F80,409.74,US Dollar,409.74,US Dollar,Cash,0
9/1/2022 2:22,14249,80C9E2E20,81313,82737C180,24435.03,US Dollar,24435.03,US Dollar,Cheque,0
9/1/2022 2:01,14249,80C9E2E20,81313,82737C180,3382.71,US Dollar,3382.71,US Dollar,Credit Card,0
9/1/2022 2:25,14249,80C9E2E20,81313,82737C180,4826.01,US Dollar,4826.01,US Dollar,Cash,0
9/1/2022 2:18,14249,80C9E2E20,81313,82737C180,23613.16,US Dollar,23613.16,US Dollar,Wire,0
9/1/2022 2:17,70,10042B660,293408,82737F1C0,7306.43,US Dollar,7306.43,US Dollar,Cheque,0
9/1/2022 2:10,70,10042B660,293408,82737F1C0,42.34,US Dollar,42.34,US Dollar,Credit Card,0
9/1/2022 2:18,12877,805167930,7049,82739AEF0,37049788.45,US Dollar,37049788.45,US Dollar,Cheque,0
9/1/2022 2:06,12877,805167930,7049,82739AEF0,14546047.24,US Dollar,14546047.24,US Dollar,Cash,0
9/1/2022 2:10,12877,805167930,7049,82739AEF0,7723343.91,US Dollar,7723343.91,US Dollar,ACH,0
9/1/2022 2:29,14350,813CE8C00,14350,813CE8C00,13.34,US Dollar,13.34,US Dollar,Reinvestment,0
9/1/2022 2:08,275456,82298C790,275456,82298C790,2494.71,US Dollar,2128.98,Euro,ACH,0
9/1/2022 2:08,275456,82298C790,118279,8273D52E0,2494.71,US Dollar,2494.71,US Dollar,Cheque,0
9/1/2022 2:02,275456,82298C790,275456,82298C790,106.92,US Dollar,91.24,Euro,ACH,0
9/1/2022 2:02,275456,82298C790,118279,8273D52E0,106.92,US Dollar,106.92,US Dollar,Credit Card,0
9/1/2022 2:27,275456,82298C790,275456,82298C790,18.84,US Dollar,16.08,Euro,ACH,0
9/1/2022 2:27,275456,82298C790,118279,8273D52E0,18.84,US Dollar,18.84,US Dollar,ACH,0
9/1/2022 2:09,94322,827435E20,94322,827435E20,23.93,US Dollar,23.93,US Dollar,Reinvestment,0
9/1/2022 2:09,164268,8274BFBF0,2865,8274C1160,203831,US Dollar,203831,US Dollar,ACH,0
9/1/2022 2:04,1103725,8274C3010,1103725,8274C3010,321364.66,US Dollar,321364.66,US Dollar,Reinvestment,0
9/1/2022 2:18,194926,8274C5400,194926,8274C5400,6.09,US Dollar,6.09,US Dollar,Reinvestment,0
9/1/2022 2:18,2106780,8274C6AA0,2106780,8274C6AA0,3792.86,US Dollar,3792.86,US Dollar,Reinvestment,0
9/1/2022 2:15,16025,808BC65B0,6522,8274D2540,537.63,US Dollar,537.63,US Dollar,Cheque,0
9/1/2022 2:18,16025,808BC65B0,6522,8274D2540,62.1,US Dollar,62.1,US Dollar,ACH,0
9/1/2022 2:12,16025,808BC65B0,6522,8274D2540,77.4,US Dollar,77.4,US Dollar,Wire,0
9/1/2022 2:21,18489,8274DFE80,18489,8274DFE80,10.27,US Dollar,10.27,US Dollar,Reinvestment,0
9/1/2022 2:29,185839,827501920,185839,827501920,5.39,US Dollar,5.39,US Dollar,Reinvestment,0
9/1/2022 2:25,40752,8130DB050,26833,8275083A0,247018.56,US Dollar,247018.56,US Dollar,Cheque,0
9/1/2022 2:18,40752,8130DB050,26833,8275083A0,20333.66,US Dollar,20333.66,US Dollar,Credit Card,0
9/1/2022 2:07,40752,8130DB050,26833,8275083A0,429525.68,US Dollar,429525.68,US Dollar,Cash,0
9/1/2022 2:00,70,10042B660,184361,82750AC60,3217.22,US Dollar,3217.22,US Dollar,Cheque,0
9/1/2022 2:07,70,10042B660,184361,82750AC60,2657.05,US Dollar,2657.05,US Dollar,Cash,0
9/1/2022 2:07,264993,827514AC0,264993,827514AC0,9.21,US Dollar,9.21,US Dollar,Reinvestment,0
9/1/2022 2:29,3107239,82751B410,3107239,82751B410,3255.25,US Dollar,3255.25,US Dollar,Reinvestment,0
9/1/2022 2:27,277015,82750C900,277015,82750C900,17.94,US Dollar,17.94,US Dollar,Reinvestment,0
9/1/2022 2:24,298787,827563240,298787,827563240,66.14,US Dollar,66.14,US Dollar,Reinvestment,0
9/1/2022 2:14,118507,81804F8C0,184051,8275FBF00,71.28,US Dollar,71.28,US Dollar,Cheque,0
9/1/2022 2:23,118507,81804F8C0,184051,8275FBF00,204.23,US Dollar,204.23,US Dollar,Cash,0
9/1/2022 2:16,153652,827650180,153652,827650180,16.28,US Dollar,16.28,US Dollar,Reinvestment,0
9/1/2022 2:10,19075,80A66E0F0,217080,827671A10,133771.13,US Dollar,133771.13,US Dollar,Cheque,0
9/1/2022 2:01,70,10042B660,2105332,827676920,1979.63,US Dollar,1979.63,US Dollar,Cheque,0
9/1/2022 2:01,70,10042B660,2105332,827676920,5232.68,US Dollar,5232.68,US Dollar,Credit Card,0
9/1/2022 2:13,252910,814C5E520,85488,82767A620,592.71,US Dollar,592.71,US Dollar,Cheque,0
9/1/2022 2:13,252910,814C5E520,85488,82767A620,95.47,US Dollar,95.47,US Dollar,Cash,0
9/1/2022 2:06,252910,814C5E520,85488,82767A620,65.07,US Dollar,65.07,US Dollar,ACH,0
9/1/2022 2:02,235623,82767A1C0,235623,82767A1C0,23.86,US Dollar,23.86,US Dollar,Reinvestment,0
9/1/2022 2:02,1891,8276825B0,1891,8276825B0,6.13,US Dollar,6.13,US Dollar,Reinvestment,0
9/1/2022 2:14,15139,80A7AF2A0,126256,82768F350,29693.33,US Dollar,29693.33,US Dollar,Cheque,0
9/1/2022 2:13,15139,80A7AF2A0,126256,82768F350,20274.42,US Dollar,20274.42,US Dollar,Credit Card,0
9/1/2022 2:06,15139,80A7AF2A0,126256,82768F350,40429.03,US Dollar,40429.03,US Dollar,ACH,0
9/1/2022 2:17,43358,8128809C0,131769,8276E71C0,1097.47,US Dollar,1097.47,US Dollar,Cheque,0
9/1/2022 2:11,43358,8128809C0,131769,8276E71C0,2155.16,US Dollar,2155.16,US Dollar,Credit Card,0
9/1/2022 2:10,26916,81F0AC450,83602,8276EFC70,130.72,US Dollar,130.72,US Dollar,Cheque,0
9/1/2022 2:17,26916,81F0AC450,83602,8276EFC70,402.33,US Dollar,402.33,US Dollar,Credit Card,0
9/1/2022 2:22,15969,8276F1E80,15969,8276F1E80,19.5,US Dollar,19.5,US Dollar,Reinvestment,0
9/1/2022 2:29,234163,8276F6190,234163,8276F6190,22,US Dollar,22,US Dollar,Reinvestment,0
9/1/2022 2:06,19624,8044F0520,228901,82771A7B0,67.54,US Dollar,67.54,US Dollar,Cheque,0
9/1/2022 2:23,19624,8044F0520,228901,82771A7B0,144.36,US Dollar,144.36,US Dollar,Credit Card,0
9/1/2022 2:23,33960,82772F6A0,33960,82772F6A0,23.44,US Dollar,23.44,US Dollar,Reinvestment,0
9/1/2022 2:25,232313,82773D6A0,232313,82773D6A0,15.35,US Dollar,15.35,US Dollar,Reinvestment,0
9/1/2022 2:23,241964,82773DBD0,241964,82773DBD0,154985.87,US Dollar,154985.87,US Dollar,Reinvestment,0
9/1/2022 2:25,233914,82774C300,233914,82774C300,3.87,US Dollar,3.87,US Dollar,Reinvestment,0
9/1/2022 2:03,14442,80F4ABCA0,30258,82775BC40,1462.62,US Dollar,1462.62,US Dollar,Cheque,0
9/1/2022 2:22,14442,80F4ABCA0,30258,82775BC40,266.53,US Dollar,266.53,US Dollar,Credit Card,0
9/1/2022 2:03,177060,8277BC5B0,177060,8277BC5B0,10.59,US Dollar,10.59,US Dollar,Reinvestment,0
9/1/2022 2:03,272983,8277CA610,272983,8277CA610,760.49,US Dollar,760.49,US Dollar,Reinvestment,0
9/1/2022 2:09,17705,8277E8360,17705,8277E8360,1185452.29,US Dollar,1185452.29,US Dollar,Reinvestment,0
9/1/2022 2:27,242409,8277F1550,242409,8277F1550,24.42,US Dollar,24.42,US Dollar,Reinvestment,0
9/1/2022 2:22,44020,827801660,44020,827801660,9.08,US Dollar,9.08,US Dollar,Reinvestment,0
9/1/2022 2:28,132704,8277E2C20,132704,8277E2C20,19.55,US Dollar,19.55,US Dollar,Reinvestment,0
9/1/2022 2:14,24726,8277EBE70,24726,8277EBE70,5.26,US Dollar,5.26,US Dollar,Reinvestment,0
9/1/2022 2:20,322316,82783B290,83685,827838A60,11070.94,US Dollar,11070.94,US Dollar,ACH,0
9/1/2022 2:00,63048,818EC53D0,40247,827859000,10146.18,US Dollar,10146.18,US Dollar,Cheque,0
9/1/2022 2:14,63048,818EC53D0,40247,827859000,9029.71,US Dollar,9029.71,US Dollar,Wire,0
9/1/2022 2:12,221810,82785BE70,221810,82785BE70,928.53,US Dollar,928.53,US Dollar,Reinvestment,0
9/1/2022 2:16,22541,82785D460,22541,82785D460,536.59,US Dollar,536.59,US Dollar,Reinvestment,0
9/1/2022 2:02,120075,826B39B30,144514,8278612F0,5867.87,US Dollar,5867.87,US Dollar,Cheque,0
9/1/2022 2:20,120075,826B39B30,144514,8278612F0,4128.12,US Dollar,4128.12,US Dollar,Cash,0
9/1/2022 2:08,111225,81E8BE1A0,196286,825DD0F50,575.18,US Dollar,575.18,US Dollar,Cheque,0
9/1/2022 2:12,111225,81E8BE1A0,196286,825DD0F50,2083.19,US Dollar,2083.19,US Dollar,Credit Card,0
9/1/2022 2:02,381895,827890120,381895,827890120,6773.44,US Dollar,6773.44,US Dollar,Reinvestment,0
9/1/2022 2:08,111225,80D17D3F0,29496,827895020,1172.66,US Dollar,1172.66,US Dollar,Cheque,0
9/1/2022 2:03,111225,80D17D3F0,29496,827895020,4.67,US Dollar,4.67,US Dollar,Credit Card,0
9/1/2022 2:27,70,10042B660,166334,8278A7860,2313.9,US Dollar,2313.9,US Dollar,Cheque,0
9/1/2022 2:12,70,10042B660,166334,8278A7860,4395.8,US Dollar,4395.8,US Dollar,Credit Card,0
9/1/2022 2:12,70,10042B660,166334,8278A7860,418.54,US Dollar,418.54,US Dollar,Cash,0
9/1/2022 2:00,123160,82789DAD0,123160,82789DAD0,20.03,US Dollar,20.03,US Dollar,Reinvestment,0
9/1/2022 2:07,352709,82785ABE0,352709,82785ABE0,24529.71,US Dollar,24529.71,US Dollar,Reinvestment,0
9/1/2022 2:27,45765,8125F1D90,245944,823761670,54.82,US Dollar,54.82,US Dollar,Cheque,0
9/1/2022 2:02,45765,8125F1D90,245944,823761670,68.09,US Dollar,68.09,US Dollar,Credit Card,0
9/1/2022 2:26,13855,80BC94770,235487,8278FFCD0,3130.02,US Dollar,3130.02,US Dollar,Cheque,0
9/1/2022 2:09,13855,80BC94770,235487,8278FFCD0,2937.02,US Dollar,2937.02,US Dollar,Credit Card,0
9/1/2022 2:11,70,10042B660,280375,827901410,7900.71,US Dollar,7900.71,US Dollar,Credit Card,0
9/1/2022 2:06,70,10042B660,68428,8279ED760,8435.83,US Dollar,8435.83,US Dollar,Cheque,0
9/1/2022 2:14,70,10042B660,68428,8279ED760,5074.84,US Dollar,5074.84,US Dollar,Credit Card,0
9/1/2022 2:05,17099,8279B4A70,17099,8279B4A70,12.54,US Dollar,12.54,US Dollar,Reinvestment,0
9/1/2022 2:03,185833,8279FD770,185833,8279FD770,6.83,US Dollar,6.83,US Dollar,Reinvestment,0
9/1/2022 2:01,155038,8142F3B40,155038,8142F3B40,7.53,US Dollar,553.13,Rupee,ACH,0
9/1/2022 2:01,155038,8142F3B40,220821,8279FFF10,7.53,US Dollar,7.53,US Dollar,Cheque,0
