Timestamp,From_Bank,From_Account,To_Bank,To_Account,Amount_Received,Receiving_Currency,Amount_Paid,Payment_Currency,Payment_Format,Is_Laundering
9/1/2022 1:24,227304,83F40ADE0,227304,83F40ADE0,103.91,Yuan,103.91,Yuan,Reinvestment,0
9/1/2022 1:22,228286,83F3FCAD0,228286,83F3FCAD0,85195.73,Yuan,85195.73,Yuan,Reinvestment,0
9/1/2022 1:07,121249,814DF6840,139235,83F4170C0,8506.01,Yuan,8506.01,Yuan,Cheque,0
9/1/2022 1:08,121249,814DF6840,139235,83F4170C0,25671.61,Yuan,25671.61,Yuan,Credit Card,0
9/1/2022 1:04,214199,83F5CE710,214199,83F5CE710,2863814.57,Yuan,2863814.57,Yuan,Reinvestment,0
9/1/2022 1:16,153565,83BD379B0,153565,83BD379B0,134.68,Yuan,134.68,Yuan,Reinvestment,0
9/1/2022 1:25,15068,826438840,116698,83FC0B880,2484.29,Yuan,2484.29,Yuan,Cheque,0
9/1/2022 1:07,15068,826438840,116698,83FC0B880,6897.06,Yuan,6897.06,Yuan,Credit Card,0
9/1/2022 1:06,70,10042B6F0,112511,83FC13670,42056.89,Yuan,42056.89,Yuan,Cheque,0
9/1/2022 1:08,70,10042B6F0,112511,83FC13670,5086.12,Yuan,5086.12,Yuan,Credit Card,0
9/1/2022 1:20,70,10042B6F0,112511,83FC13670,5706.42,Yuan,5706.42,Yuan,Cash,0
9/1/2022 1:23,52906,83FDFB8A0,35107,83FDFB850,826,Yuan,826,Yuan,Cheque,0
9/1/2022 1:19,235140,83FE1A6F0,235140,83FE1A6F0,213339.69,Yuan,213339.69,Yuan,Reinvestment,0
9/1/2022 1:26,231990,80E712E20,2163523,83FE20000,1635150.79,Yuan,1635150.79,Yuan,Cheque,0
9/1/2022 1:07,231990,80E712E20,2163523,83FE20000,56779.72,Yuan,56779.72,Yuan,Credit Card,0
9/1/2022 1:20,231990,80E712E20,2163523,83FE20000,120131.84,Yuan,120131.84,Yuan,ACH,0
9/1/2022 1:16,139235,8216168C0,135159,83FF40E50,5162542.12,Yuan,5162542.12,Yuan,Cheque,0
9/1/2022 1:24,139235,8216168C0,135159,83FF40E50,28461.39,Yuan,28461.39,Yuan,Credit Card,0
9/1/2022 1:27,139235,8216168C0,135159,83FF40E50,2285438.89,Yuan,2285438.89,Yuan,ACH,0
9/1/2022 1:04,234426,840580D90,234426,840580D90,4739307.11,Yuan,4739307.11,Yuan,Reinvestment,0
9/1/2022 1:24,233680,807F8B5C0,278405,84057F7A0,2813.98,Yuan,2813.98,Yuan,Cheque,0
9/1/2022 1:14,233680,807F8B5C0,278405,84057F7A0,6838.98,Yuan,6838.98,Yuan,Credit Card,0
9/1/2022 1:13,10182,84057F520,10182,84057F520,1611549.31,Yuan,1611549.31,Yuan,Reinvestment,0
9/1/2022 1:02,74061,840582880,74061,840582880,3830.63,Yuan,3830.63,Yuan,Reinvestment,0
9/1/2022 1:11,238484,82438F6A0,273832,8406051D0,1004.29,Yuan,1004.29,Yuan,Cheque,0
9/1/2022 1:05,238484,82438F6A0,273832,8406051D0,659.26,Yuan,659.26,Yuan,Credit Card,0
9/1/2022 1:11,153384,84097AC80,153384,84097AC80,43569.19,Yuan,43569.19,Yuan,Reinvestment,0
9/1/2022 1:19,1141823,84097BC00,1141823,84097BC00,15472.55,Yuan,15472.55,Yuan,Reinvestment,0
9/1/2022 1:03,74071,83B98B3A0,136612,840A83620,4252.39,Yuan,4252.39,Yuan,Cheque,0
9/1/2022 1:19,74071,83B98B3A0,136612,840A83620,17365.95,Yuan,17365.95,Yuan,Credit Card,0
9/1/2022 1:28,123096,840A8C7B0,123096,840A8C7B0,472427.73,Yuan,472427.73,Yuan,Reinvestment,0
9/1/2022 1:11,233925,840B5DB90,233925,840B5DB90,1269757.62,Yuan,1269757.62,Yuan,Reinvestment,0
9/1/2022 1:11,70,10042B6F0,233925,840B5DB90,127348342.2,Yuan,127348342.2,Yuan,Cheque,0
9/1/2022 1:03,70,10042B6F0,233925,840B5DB90,129903.26,Yuan,129903.26,Yuan,Credit Card,0
9/1/2022 1:08,70,10042B6F0,233925,840B5DB90,78906927.14,Yuan,78906927.14,Yuan,Cash,0
9/1/2022 1:04,8635,80D143350,8847,840B72BF0,272.31,Yuan,272.31,Yuan,Cheque,0
9/1/2022 1:24,8635,80D143350,8847,840B72BF0,787.29,Yuan,787.29,Yuan,Credit Card,0
9/1/2022 1:03,74191,825A25A70,8847,840B72BF0,483.91,Yuan,483.91,Yuan,Cheque,0
9/1/2022 1:10,74191,825A25A70,8847,840B72BF0,3666.36,Yuan,3666.36,Yuan,Credit Card,0
9/1/2022 1:24,231990,81A05CE70,2116034,841182D60,8806.44,Yuan,8806.44,Yuan,Cheque,0
9/1/2022 1:11,231990,81A05CE70,2116034,841182D60,10278.1,Yuan,10278.1,Yuan,Credit Card,0
9/1/2022 1:06,2158766,8411877F0,2158766,8411877F0,160.94,Yuan,160.94,Yuan,Reinvestment,0
9/1/2022 1:02,139235,84118DBD0,139235,84118DBD0,79457.26,Yuan,79457.26,Yuan,Reinvestment,0
9/1/2022 1:11,36101,80DEC2970,291079,841199DD0,866.06,Yuan,866.06,Yuan,Cheque,0
9/1/2022 1:02,36101,80DEC2970,291079,841199DD0,3352.81,Yuan,3352.81,Yuan,Credit Card,0
9/1/2022 1:29,282020,841199BD0,282020,841199BD0,1345.92,Yuan,1345.92,Yuan,Reinvestment,0
9/1/2022 1:01,21,800088AA0,273217,8415998E0,1782.83,Yuan,1782.83,Yuan,Cheque,0
9/1/2022 1:07,21,800088AA0,273217,8415998E0,3889.82,Yuan,3889.82,Yuan,Credit Card,0
9/1/2022 1:21,21,800088AA0,273217,8415998E0,625.03,Yuan,625.03,Yuan,Cash,0
9/1/2022 1:00,21,800088AA0,273217,8415998E0,2336.11,Yuan,2336.11,Yuan,ACH,0
9/1/2022 1:21,137831,84159FE40,137831,84159FE40,27743.86,Yuan,27743.86,Yuan,Reinvestment,0
9/1/2022 1:19,236194,80D6B1000,122609,841765F30,2412.79,Yuan,2412.79,Yuan,Cheque,0
9/1/2022 1:17,236194,80D6B1000,122609,841765F30,24941.37,Yuan,24941.37,Yuan,Credit Card,0
9/1/2022 1:18,236590,80E24BC10,69834,84176B330,2477.45,Yuan,2477.45,Yuan,Cheque,0
9/1/2022 1:10,236590,80E24BC10,69834,84176B330,1985.05,Yuan,1985.05,Yuan,Cash,0
9/1/2022 1:09,23373,80C564FD0,129280,84176D760,21738.83,Yuan,21738.83,Yuan,Cheque,0
9/1/2022 1:08,12,809F6A870,2129618,841776380,557.28,Yuan,557.28,Yuan,Cheque,0
9/1/2022 1:01,12,809F6A870,2129618,841776380,1949.29,Yuan,1949.29,Yuan,Credit Card,0
9/1/2022 1:21,234426,8417838B0,234426,8417838B0,80.13,Yuan,80.13,Yuan,Reinvestment,0
9/1/2022 1:04,29081,803CF71A0,239850,841785410,38188.8,Yuan,38188.8,Yuan,Cheque,0
9/1/2022 1:28,29081,803CF71A0,239850,841785410,103315.62,Yuan,103315.62,Yuan,Credit Card,0
9/1/2022 1:04,37988,825E72670,216700,841786FF0,246738.32,Yuan,246738.32,Yuan,Cheque,0
9/1/2022 1:27,335087,841787630,233445,8417875E0,14044.74,Yuan,14044.74,Yuan,Cheque,0
9/1/2022 1:04,91613,8420AC8F0,91613,8420AC8F0,3634.56,Yuan,3634.56,Yuan,Reinvestment,0
9/1/2022 1:12,123096,84230A550,123096,84230A550,58381.57,Yuan,58381.57,Yuan,Reinvestment,0
9/1/2022 1:00,121520,82B4CC0F0,238594,842622940,109079.98,Yuan,109079.98,Yuan,Cheque,0
9/1/2022 1:02,121520,82B4CC0F0,238594,842622940,142750.98,Yuan,142750.98,Yuan,Credit Card,0
9/1/2022 1:08,121520,82B4CC0F0,238594,842622940,574146.47,Yuan,574146.47,Yuan,Cash,0
9/1/2022 1:00,37988,842626470,37988,842626470,40.36,Yuan,40.36,Yuan,Reinvestment,0
9/1/2022 1:04,70,10042B6F0,236328,842860D30,212.06,Yuan,212.06,Yuan,Cheque,0
9/1/2022 1:03,338082,84285EEC0,53702,84285D080,117772.14,Yuan,117772.14,Yuan,ACH,0
9/1/2022 1:00,228286,842866090,228286,842866090,2260.11,Yuan,2260.11,Yuan,Reinvestment,0
9/1/2022 1:27,190517,829160F10,190517,829160F10,14133225.78,Yuan,14133225.78,Yuan,Reinvestment,0
9/1/2022 1:09,138894,842A136F0,138894,842A136F0,104.53,Yuan,104.53,Yuan,Reinvestment,0
9/1/2022 1:08,131969,824681760,158972,83D4038C0,9219.21,Yuan,9219.21,Yuan,Cheque,0
9/1/2022 1:07,131969,824681760,158972,83D4038C0,2221.03,Yuan,2221.03,Yuan,Wire,0
9/1/2022 1:08,261081,828C1BC70,239273,842F25130,12437.58,Yuan,12437.58,Yuan,Cheque,0
9/1/2022 1:22,261081,828C1BC70,239273,842F25130,19268.17,Yuan,19268.17,Yuan,Credit Card,0
9/1/2022 1:27,130142,8435056C0,130142,8435056C0,73.06,Yuan,73.06,Yuan,Reinvestment,0
9/1/2022 1:01,110787,80A652290,215050,843713770,226.47,Yuan,226.47,Yuan,Cheque,0
9/1/2022 1:07,110787,80A652290,215050,843713770,258.34,Yuan,258.34,Yuan,Credit Card,0
9/1/2022 1:18,110787,80A652290,215050,843713770,43.82,Yuan,43.82,Yuan,ACH,0
9/1/2022 1:02,237738,84370C960,2113339,8437144B0,773115,Yuan,773115,Yuan,Cheque,0
9/1/2022 1:11,133736,843714A30,133736,843714A30,171113.28,Yuan,171113.28,Yuan,Reinvestment,0
9/1/2022 1:05,20696,84370FF40,20696,84370FF40,112.97,Yuan,112.97,Yuan,Reinvestment,0
9/1/2022 1:02,37138,8438DB180,37138,8438DB180,26,Yuan,26,Yuan,Reinvestment,0
9/1/2022 1:08,37988,84391E230,37988,84391E230,12454.91,Yuan,12454.91,Yuan,Reinvestment,0
9/1/2022 1:00,291288,84391DBE0,291288,84391DBE0,60.23,Yuan,60.23,Yuan,Reinvestment,0
9/1/2022 1:20,136164,80D45E150,1164442,8439ADF90,4138.65,Yuan,4138.65,Yuan,Cheque,0
9/1/2022 1:03,136164,80D45E150,1164442,8439ADF90,6787.52,Yuan,6787.52,Yuan,Credit Card,0
9/1/2022 1:23,33981,819BCBB70,2105444,843A83920,359.76,Yuan,359.76,Yuan,Cheque,0
9/1/2022 1:29,33981,819BCBB70,2105444,843A83920,607.32,Yuan,607.32,Yuan,Credit Card,0
9/1/2022 1:02,33981,819BCBB70,2105444,843A83920,732.75,Yuan,732.75,Yuan,Cash,0
9/1/2022 1:12,70,10042B6F0,106675,843A86BD0,857.92,Yuan,857.92,Yuan,Cheque,0
9/1/2022 1:09,70,10042B6F0,106675,843A86BD0,2098.95,Yuan,2098.95,Yuan,Cash,0
9/1/2022 1:03,335240,843A86E40,234302,843A93080,0.01,Yuan,0.01,Yuan,Cheque,0
9/1/2022 1:03,1110852,84491CC40,1110852,84491CC40,731.34,Yuan,731.34,Yuan,Reinvestment,0
9/1/2022 1:14,23373,84491DB30,23373,84491DB30,14958.62,Yuan,14958.62,Yuan,Reinvestment,0
9/1/2022 1:20,123058,80CB397C0,175634,844FC4820,1680120.86,Yuan,1680120.86,Yuan,Cheque,0
9/1/2022 1:05,269423,8450A1CD0,269423,8450A1CD0,63.48,Yuan,63.48,Yuan,Reinvestment,0
9/1/2022 1:20,1112009,834072D00,1112009,834072D00,135.53,Yuan,135.53,Yuan,Reinvestment,0
9/1/2022 1:09,239503,81C699420,2181281,8450C2C20,3488.31,Yuan,3488.31,Yuan,Cheque,0
9/1/2022 1:00,239503,81C699420,2181281,8450C2C20,1341.23,Yuan,1341.23,Yuan,Credit Card,0
9/1/2022 1:01,25,807F8E170,290715,845264400,613,Yuan,613,Yuan,Cheque,0
9/1/2022 1:17,25,807F8E170,290715,845264400,243.44,Yuan,243.44,Yuan,Credit Card,0
9/1/2022 1:09,25,807F8E170,290715,845264400,100.41,Yuan,100.41,Yuan,ACH,0
9/1/2022 1:26,223123,808889A90,74191,84540D7F0,2538.88,Yuan,2538.88,Yuan,Cheque,0
9/1/2022 1:16,223123,808889A90,74191,84540D7F0,1935.42,Yuan,1935.42,Yuan,Credit Card,0
9/1/2022 1:22,273217,84580EE00,273217,84580EE00,127.85,Yuan,127.85,Yuan,Reinvestment,0
9/1/2022 1:05,139235,845810030,139235,845810030,147.54,Yuan,147.54,Yuan,Reinvestment,0
9/1/2022 1:18,136164,836F350A0,35107,84597F020,50125.17,Yuan,50125.17,Yuan,Cheque,0
9/1/2022 1:06,136164,836F350A0,35107,84597F020,15594.23,Yuan,15594.23,Yuan,Credit Card,0
9/1/2022 1:26,122113,80B5049A0,175025,8459DF240,1182184.69,Yuan,1182184.69,Yuan,Cheque,0
9/1/2022 1:06,116698,83BD42120,245009,845A1D500,167.57,Yuan,167.57,Yuan,Cheque,0
9/1/2022 1:13,116698,83BD42120,245009,845A1D500,1253.16,Yuan,1253.16,Yuan,Cash,0
9/1/2022 1:18,74049,821DC5960,215049,845F4BD30,551780.29,Yuan,551780.29,Yuan,Cheque,0
9/1/2022 1:22,74049,821DC5960,215049,845F4BD30,133730.19,Yuan,133730.19,Yuan,Credit Card,0
9/1/2022 1:19,74049,821DC5960,215049,845F4BD30,191213.15,Yuan,191213.15,Yuan,ACH,0
9/1/2022 1:25,146461,82DD97DD0,128741,8461C9320,1459.26,Yuan,1459.26,Yuan,Cheque,0
9/1/2022 1:04,70,10042B6F0,2114782,84690C3E0,2963.52,Yuan,2963.52,Yuan,Cheque,0
9/1/2022 1:10,70,10042B6F0,2114782,84690C3E0,8295.79,Yuan,8295.79,Yuan,Credit Card,0
9/1/2022 1:15,35201,846908CD0,35201,846908CD0,24.82,Yuan,24.82,Yuan,Reinvestment,0
9/1/2022 1:13,22073,828A79A60,239391,846B3A070,5330162.43,Yuan,5330162.43,Yuan,Cheque,0
9/1/2022 1:12,22073,828A79A60,239391,846B3A070,83770.87,Yuan,83770.87,Yuan,Credit Card,0
9/1/2022 1:27,22073,828A79A60,239391,846B3A070,4777738.14,Yuan,4777738.14,Yuan,Cash,0
9/1/2022 1:15,22073,828A79A60,239391,846B3A070,200284.46,Yuan,200284.46,Yuan,ACH,0
9/1/2022 1:28,190424,828A75280,110787,846B434B0,1620.87,Yuan,1620.87,Yuan,Cheque,0
9/1/2022 1:28,146461,846C4F620,146461,846C4F620,2530138.46,Yuan,2530138.46,Yuan,Reinvestment,0
9/1/2022 1:28,30999,80C6670A0,39729,846EB5130,406.99,Yuan,406.99,Yuan,Cheque,0
9/1/2022 1:16,30999,80C6670A0,39729,846EB5130,451.43,Yuan,451.43,Yuan,Cash,0
9/1/2022 1:08,134262,81454CF10,104971,846EE9EE0,37357.64,Yuan,37357.64,Yuan,Cheque,0
9/1/2022 1:10,134262,81454CF10,104971,846EE9EE0,37602.85,Yuan,37602.85,Yuan,ACH,0
9/1/2022 1:10,273832,828D89650,45178,846EF57B0,8281581.49,Yuan,8281581.49,Yuan,Cheque,0
9/1/2022 1:23,273832,828D89650,45178,846EF57B0,84812.71,Yuan,84812.71,Yuan,Credit Card,0
9/1/2022 1:01,273832,828D89650,45178,846EF57B0,1042182.8,Yuan,1042182.8,Yuan,Cash,0
9/1/2022 1:17,273832,828D89650,45178,846EF57B0,1987822.5,Yuan,1987822.5,Yuan,ACH,0
9/1/2022 1:27,39215,846F08110,39215,846F08110,1209773.97,Yuan,1209773.97,Yuan,Reinvestment,0
9/1/2022 1:08,188214,82E73DB70,261726,846F08760,733590.5,Yuan,733590.5,Yuan,Cheque,0
9/1/2022 1:28,158972,846F17330,158972,846F17330,497.89,Yuan,497.89,Yuan,Reinvestment,0
9/1/2022 1:22,1158833,846F16A40,1158833,846F16A40,94.61,Yuan,94.61,Yuan,Reinvestment,0
9/1/2022 1:15,138894,8164FE3B0,1104231,846F1E7A0,3897.91,Yuan,3897.91,Yuan,Cheque,0
9/1/2022 1:28,138894,8164FE3B0,1104231,846F1E7A0,6068.62,Yuan,6068.62,Yuan,Credit Card,0
9/1/2022 1:25,138894,8164FE3B0,1104231,846F1E7A0,1229.06,Yuan,1229.06,Yuan,ACH,0
9/1/2022 1:05,138894,8164FE3B0,1104231,846F1E7A0,442.86,Yuan,442.86,Yuan,Wire,0
9/1/2022 1:06,235140,80D34C450,2129618,846F254F0,327.65,Yuan,327.65,Yuan,Cheque,0
9/1/2022 1:17,235140,80D34C450,2129618,846F254F0,1254.63,Yuan,1254.63,Yuan,Credit Card,0
9/1/2022 1:04,235140,80D34C450,2129618,846F254F0,969.17,Yuan,969.17,Yuan,Cash,0
9/1/2022 1:28,189104,846F278F0,2177176,846F28E80,6441.65,Yuan,6441.65,Yuan,ACH,0
9/1/2022 1:05,81204,846F28F20,2177176,846F28E80,263297.76,Yuan,263297.76,Yuan,ACH,0
9/1/2022 1:22,153384,846F26FD0,153384,846F26FD0,185385.07,Yuan,185385.07,Yuan,Reinvestment,0
9/1/2022 1:14,37051,846F269B0,37051,846F269B0,75.59,Yuan,75.59,Yuan,Reinvestment,0
9/1/2022 1:06,20696,846F36870,20696,846F36870,260119.8,Yuan,260119.8,Yuan,Reinvestment,0
9/1/2022 1:29,3193664,846F39000,3193664,846F39000,61071.57,Yuan,61071.57,Yuan,Reinvestment,0
9/1/2022 1:03,390769,846EFDB40,127653,846EF9510,0.01,Yuan,0.01,Yuan,Cheque,0
9/1/2022 1:21,139154,846FA3A90,139154,846FA3A90,1880989.25,Yuan,1880989.25,Yuan,Reinvestment,0
9/1/2022 1:25,110676,803F49E30,236590,84714EE80,16341.39,Yuan,16341.39,Yuan,Cheque,0
9/1/2022 1:27,110676,803F49E30,236590,84714EE80,21760.94,Yuan,21760.94,Yuan,Credit Card,0
9/1/2022 1:01,39082,8289A0CF0,158972,84747CAC0,285633311.3,Yuan,285633311.3,Yuan,Cheque,0
9/1/2022 1:20,39082,8289A0CF0,158972,84747CAC0,138776557.8,Yuan,138776557.8,Yuan,Cash,0
9/1/2022 1:11,39082,8289A0CF0,158972,84747CAC0,53690672.35,Yuan,53690672.35,Yuan,Wire,0
9/1/2022 1:23,8713,847643C80,8713,847643C80,1450.28,Yuan,1450.28,Yuan,Reinvestment,0
9/1/2022 1:01,233848,847645AD0,233848,847645AD0,38657.67,Yuan,38657.67,Yuan,Reinvestment,0
9/1/2022 1:07,236826,84763E7D0,236826,84763E7D0,151.1,Yuan,151.1,Yuan,Reinvestment,0
9/1/2022 1:23,135906,84762D860,135906,84762D860,103848.8,Yuan,103848.8,Yuan,Reinvestment,0
9/1/2022 1:15,310631,84762DE20,310631,84762DE20,84254.37,Yuan,84254.37,Yuan,Reinvestment,0
9/1/2022 1:06,215050,847630250,215050,847630250,41986.7,Yuan,41986.7,Yuan,Reinvestment,0
9/1/2022 1:10,35948,82137A5F0,236860,84768A300,790821.74,Yuan,790821.74,Yuan,Cheque,0
9/1/2022 1:09,35948,82137A5F0,236860,84768A300,446458.74,Yuan,446458.74,Yuan,Cash,0
9/1/2022 1:01,35948,82137A5F0,236860,84768A300,43462.48,Yuan,43462.48,Yuan,ACH,0
9/1/2022 1:12,35948,82137A5F0,236860,84768A300,51143.87,Yuan,51143.87,Yuan,Wire,0
9/1/2022 1:28,8713,80E720DE0,127129,84776AC50,821037.36,Yuan,821037.36,Yuan,Cheque,0
9/1/2022 1:05,8713,80E720DE0,127129,84776AC50,2570821.22,Yuan,2570821.22,Yuan,Wire,0
9/1/2022 1:18,234733,847A9C750,234733,847A9C750,6211.17,Yuan,6211.17,Yuan,Reinvestment,0
9/1/2022 1:03,210667,80E981480,146661,84800B800,33466689.41,Yuan,33466689.41,Yuan,Cheque,0
9/1/2022 1:27,210667,80E981480,146661,84800B800,134384800,Yuan,134384800,Yuan,Cash,0
9/1/2022 1:24,2154519,8482DBAF0,2154519,8482DBAF0,6384936.81,Yuan,6384936.81,Yuan,Reinvestment,0
9/1/2022 1:27,236328,82FC42570,2104664,8485FD010,77404.38,Yuan,77404.38,Yuan,Cheque,0
9/1/2022 1:21,236328,82FC42570,2104664,8485FD010,15664.15,Yuan,15664.15,Yuan,Credit Card,0
9/1/2022 1:26,236328,82FC42570,2104664,8485FD010,172657.53,Yuan,172657.53,Yuan,Cash,0
9/1/2022 1:01,236328,82FC42570,2104664,8485FD010,508210.55,Yuan,508210.55,Yuan,ACH,0
9/1/2022 1:02,24513,81B0654D0,24513,81B0654D0,868791.97,Yuan,129716.91,US Dollar,ACH,0
9/1/2022 1:02,24513,81B0654D0,1123145,8487A9310,868791.97,Yuan,868791.97,Yuan,Cheque,0
9/1/2022 1:16,24513,81B0654D0,24513,81B0654D0,230752.99,Yuan,34453.09,US Dollar,ACH,0
9/1/2022 1:16,24513,81B0654D0,1123145,8487A9310,230752.99,Yuan,230752.99,Yuan,Cash,0
9/1/2022 1:26,23373,805973BC0,144557,8462CE860,247902.65,Yuan,247902.65,Yuan,Cheque,0
9/1/2022 1:05,23373,805973BC0,144557,8462CE860,2286.86,Yuan,2286.86,Yuan,Credit Card,0
9/1/2022 1:24,29143,803EF6B30,122609,848D383B0,425979.91,Yuan,425979.91,Yuan,Cheque,0
9/1/2022 1:20,29143,803EF6B30,122609,848D383B0,23748.1,Yuan,23748.1,Yuan,Credit Card,0
9/1/2022 1:24,29143,803EF6B30,122609,848D383B0,161395.1,Yuan,161395.1,Yuan,Cash,0
9/1/2022 1:05,29143,803EF6B30,122609,848D383B0,332602.78,Yuan,332602.78,Yuan,Wire,0
9/1/2022 1:17,130137,848D48780,130137,848D48780,173656.62,Yuan,173656.62,Yuan,Reinvestment,0
9/1/2022 1:03,3103065,848D50630,1163150,848D4F970,0.06,Yuan,0.06,Yuan,Cheque,0
9/1/2022 1:01,37988,81FCD1AA0,35948,848D52690,15736.1,Yuan,15736.1,Yuan,Cheque,0
9/1/2022 1:13,37988,81FCD1AA0,35948,848D52690,4849.37,Yuan,4849.37,Yuan,Credit Card,0
9/1/2022 1:13,37988,81FCD1AA0,35948,848D52690,5321,Yuan,5321,Yuan,Cash,0
9/1/2022 1:03,37988,81FCD1AA0,35948,848D52690,96.12,Yuan,96.12,Yuan,ACH,0
9/1/2022 1:26,37988,81FCD1AA0,35948,848D52690,90.21,Yuan,90.21,Yuan,Wire,0
9/1/2022 1:29,261081,81953D550,1158323,848D52A30,13514.24,Yuan,13514.24,Yuan,Cheque,0
9/1/2022 1:05,127137,848D59120,127137,848D59120,180613.06,Yuan,180613.06,Yuan,Reinvestment,0
9/1/2022 1:03,74061,82306BDE0,135159,848D5B250,107877.45,Yuan,107877.45,Yuan,Credit Card,0
9/1/2022 1:24,74061,82306BDE0,135159,848D5B250,67431.31,Yuan,67431.31,Yuan,ACH,0
9/1/2022 1:12,70,10042B6F0,244165,848D60E00,37037.26,Yuan,37037.26,Yuan,Cheque,0
9/1/2022 1:08,70,10042B6F0,244165,848D60E00,1899.18,Yuan,1899.18,Yuan,Credit Card,0
9/1/2022 1:09,1140820,848D63D30,1140820,848D63D30,806029.3,Yuan,806029.3,Yuan,Reinvestment,0
9/1/2022 1:26,135598,829B58FE0,122609,848D64EA0,107.08,Yuan,107.08,Yuan,Cheque,0
9/1/2022 1:28,135598,829B58FE0,122609,848D64EA0,265.44,Yuan,265.44,Yuan,ACH,0
9/1/2022 1:11,134328,848D65300,134328,848D65300,192147.85,Yuan,192147.85,Yuan,Reinvestment,0
9/1/2022 1:29,335760,848D68B00,335760,848D68B00,26349.59,Yuan,26349.59,Yuan,Reinvestment,0
9/1/2022 1:03,34556,848D51690,34556,848D51690,802.87,Yuan,802.87,Yuan,Reinvestment,0
9/1/2022 1:16,1103931,848DE0540,1103931,848DE0540,99.46,Yuan,99.46,Yuan,Reinvestment,0
9/1/2022 1:00,136565,81EB5D4F0,210667,84927A800,20758.23,Yuan,20758.23,Yuan,Cheque,0
9/1/2022 1:22,136565,81EB5D4F0,210667,84927A800,99787.79,Yuan,99787.79,Yuan,Credit Card,0
9/1/2022 1:23,235057,80E4FE100,2160143,8492ACCA0,214203.23,Yuan,214203.23,Yuan,Cheque,0
9/1/2022 1:21,235057,80E4FE100,2160143,8492ACCA0,18353.17,Yuan,18353.17,Yuan,Credit Card,0
9/1/2022 1:28,199605,8492A8BE0,199605,8492A8BE0,58.27,Yuan,58.27,Yuan,Reinvestment,0
9/1/2022 1:27,136164,80D45E150,136354,8493AF790,2588.11,Yuan,2588.11,Yuan,Cheque,0
9/1/2022 1:15,104860,8496AC590,104860,8496AC590,151646.46,Yuan,151646.46,Yuan,Reinvestment,0
9/1/2022 1:03,106675,8312AE7B0,282626,849E1AC00,259.68,Yuan,259.68,Yuan,Cheque,0
9/1/2022 1:25,106675,8312AE7B0,282626,849E1AC00,2965.22,Yuan,2965.22,Yuan,Credit Card,0
9/1/2022 1:28,110633,849E24BD0,110633,849E24BD0,47977.63,Yuan,47977.63,Yuan,Reinvestment,0
9/1/2022 1:26,175938,849F6EBB0,175938,849F6EBB0,94.21,Yuan,94.21,Yuan,Reinvestment,0
9/1/2022 1:06,239503,81BB7A9E0,2104664,84A09B6E0,5797.54,Yuan,5797.54,Yuan,Cheque,0
9/1/2022 1:21,239503,81BB7A9E0,2104664,84A09B6E0,2234.9,Yuan,2234.9,Yuan,Credit Card,0
9/1/2022 1:20,239503,81BB7A9E0,2104664,84A09B6E0,2064.93,Yuan,2064.93,Yuan,Cash,0
9/1/2022 1:23,239503,81BB7A9E0,2104664,84A09B6E0,218.11,Yuan,218.11,Yuan,Wire,0
9/1/2022 1:04,70,10042B6F0,282626,84A0A9300,185289.28,Yuan,185289.28,Yuan,Credit Card,0
9/1/2022 1:01,70,10042B6F0,282626,84A0A9300,116264777.9,Yuan,116264777.9,Yuan,Cash,0
9/1/2022 1:15,23376,80CB3C240,110660,84A0AE4C0,223.4,Yuan,223.4,Yuan,Cheque,0
9/1/2022 1:02,23376,80CB3C240,110660,84A0AE4C0,780.56,Yuan,780.56,Yuan,Credit Card,0
9/1/2022 1:19,240828,828D8D630,37051,84A0B6BC0,6538.82,Yuan,6538.82,Yuan,Cheque,0
9/1/2022 1:10,240828,828D8D630,37051,84A0B6BC0,4144.84,Yuan,4144.84,Yuan,Credit Card,0
9/1/2022 1:05,390359,84A0B4880,390359,84A0B4880,54708.12,Yuan,54708.12,Yuan,Reinvestment,0
9/1/2022 1:09,116698,84A0B74C0,116698,84A0B74C0,1013.3,Yuan,1013.3,Yuan,Reinvestment,0
9/1/2022 1:22,1164442,83FE1D9C0,1164442,83FE1D9C0,48.14,Yuan,48.14,Yuan,Reinvestment,0
9/1/2022 1:18,1123268,84A407740,1123268,84A407740,48.8,Yuan,48.8,Yuan,Reinvestment,0
9/1/2022 1:27,10711,84A844130,10711,84A844130,19457.64,Yuan,19457.64,Yuan,Reinvestment,0
9/1/2022 1:10,38503,82D35F120,63162,84AB17340,3873.81,Yuan,3873.81,Yuan,Cheque,0
9/1/2022 1:25,38515,816E658F0,287345,84AC9F570,252608.69,Yuan,252608.69,Yuan,Cheque,0
9/1/2022 1:25,70,10042B6F0,291288,84AD3D770,51811.4,Yuan,51811.4,Yuan,Cheque,0
9/1/2022 1:02,70,10042B6F0,291288,84AD3D770,27483.69,Yuan,27483.69,Yuan,Credit Card,0
9/1/2022 1:13,70,10042B6F0,291288,84AD3D770,97522.41,Yuan,97522.41,Yuan,Cash,0
9/1/2022 1:03,123077,818B20B00,2163523,84AF281E0,1072.78,Yuan,1072.78,Yuan,Credit Card,0
9/1/2022 1:22,123077,818B20B00,2163523,84AF281E0,844.52,Yuan,844.52,Yuan,Cash,0
9/1/2022 1:01,38973,84AF28FB0,38973,84AF28FB0,102.02,Yuan,102.02,Yuan,Reinvestment,0
